video_id,comment_text,sarcasm,hate_speech,misinformation,emotion,code_switch_tags
EyrNOfyxSBQ,"Wah yar bht acha topic Allah sab bheno k naseeb achy kry 13:31 😢
Allah ho Akbar",no,none,na,joy,Wah/urdu yar/urdu bht/urdu acha/urdu topic/urdu Allah/urdu sab/urdu bheno/urdu k/urdu naseeb/urdu achy/urdu kry/urdu 13:31/urdu 😢/urdu Allah/urdu ho/urdu Akbar/urdu
hhFGhAo4ZfY,Assalamualaikum...Waqas Bhai ye khany ki behurmarti hai plz ye nahi kijiega Kitna niche bhi gira hai,no,none,na,sadness,Assalamualaikum...Waqas/urdu Bhai/urdu ye/urdu khany/urdu ki/urdu behurmarti/urdu hai/urdu plz/urdu ye/urdu nahi/urdu kijiega/urdu Kitna/urdu niche/urdu bhi/urdu gira/urdu hai/urdu
BaMLBWWvNHA,Abe kutte Tere pass paise hote hain chup kar,no,hate,na,anger,Abe/urdu kutte/urdu Tere/urdu pass/urdu paise/urdu hote/urdu hain/urdu chup/urdu kar/urdu
4k0ZV0UFZSw,Aoa Imran Bhai kindly punjab k minister na teachers k lia bhhht buri language use ke ha tamam teacher bradri usk resign ka mutalba krti ha or bhhht preshan hn kindly in k lia awaz uthain thanks,no,none,na,sadness,Aoa/urdu Imran/urdu Bhai/urdu kindly/urdu punjab/urdu k/urdu minister/urdu na/urdu teachers/urdu k/urdu lia/urdu bhhht/urdu buri/urdu language/urdu use/urdu ke/urdu ha/urdu tamam/urdu teacher/urdu bradri/urdu usk/urdu resign/urdu ka/urdu mutalba/urdu krti/urdu ha/urdu or/urdu bhhht/urdu preshan/urdu hn/urdu kindly/urdu in/urdu k/urdu lia/urdu awaz/urdu uthain/urdu thanks/urdu
XHQrr9fmTkc,Fatima aap hi I am your big fan please make black colour challenge please I am your big,no,none,na,none,Fatima/urdu aap/urdu hi/urdu I/english am/english your/english big/english fan/english please/english make/english black/english colour/english challenge/english please/english I/english am/english your/urdu big/english
hhFGhAo4ZfY,Nanu muft main kha raha tha .❤ part 2 please❤😢,no,none,na,none,Nanu/urdu muft/urdu main/urdu kha/urdu raha/urdu tha/urdu .❤/ambiguous part/urdu 2/ambiguous please❤😢/urdu
zfjRK9s0pjA,Mere doay hean ap Ka sat❤❤❤❤,no,none,na,none,Mere/urdu doay/urdu hean/urdu ap/urdu Ka/urdu sat❤❤❤❤/urdu
BljaIOvFkcM,Very good Allah Pak salamat rakhe sabhi KO or Allah Pak moshkal waqat Taal Dy ameen summa ameen 🤲🤲🤲🤲🤲🤲🤲🤲🤲,no,none,na,joy,Very/urdu good/urdu Allah/urdu Pak/urdu salamat/urdu rakhe/urdu sabhi/urdu KO/urdu or/urdu Allah/urdu Pak/urdu moshkal/urdu waqat/urdu Taal/urdu Dy/urdu ameen/urdu summa/urdu ameen/urdu 🤲🤲🤲🤲🤲🤲🤲🤲🤲/urdu
UiYpRBQ74fs,Pakistan k 80 fisad log inke shakle b ni dekhte inko sunna to bhot door ki bat hai imran bhai baki 15 fisad log wo ha jo hmre buzrug hai wo ghr me t.v py khabre sunte hai to t.v py ye log ate hai to mazbori me inka jhot sunte hai majbori unki ye hai k unko mob use krna ni ata,no,hate,na,anger,Pakistan/urdu k/urdu 80/urdu fisad/urdu log/urdu inke/urdu shakle/urdu b/urdu ni/urdu dekhte/urdu inko/urdu sunna/urdu to/urdu bhot/urdu door/urdu ki/urdu bat/urdu hai/urdu imran/urdu bhai/urdu baki/urdu 15/urdu fisad/urdu log/urdu wo/urdu ha/urdu jo/urdu hmre/urdu buzrug/urdu hai/urdu wo/urdu ghr/urdu me/urdu t.v/urdu py/urdu khabre/urdu sunte/urdu hai/urdu to/urdu t.v/urdu py/urdu ye/urdu log/urdu ate/urdu hai/urdu to/urdu mazbori/urdu me/urdu inka/urdu jhot/urdu sunte/urdu hai/urdu majbori/urdu unki/urdu ye/urdu hai/urdu k/urdu unko/urdu mob/urdu use/urdu krna/urdu ni/urdu ata/urdu
BaMLBWWvNHA,"Rajat family 9.3 million Tere paas Kya Hai Jal Gayi Jali Teri bhai tension na la tu bhai socha rajat kaise 9.3M kaise kare liya almost beautiful wife, ko dikha kar Nahi Apne Dham Par 9.3M kiya hai is Pagal ko Bolo Jal rahi Hai? Accha se",yes,offensive,na,anger,"Rajat/urdu family/urdu 9.3/urdu million/urdu Tere/urdu paas/urdu Kya/urdu Hai/urdu Jal/urdu Gayi/urdu Jali/urdu Teri/urdu bhai/urdu tension/urdu na/urdu la/urdu tu/urdu bhai/urdu socha/urdu rajat/urdu kaise/urdu 9.3M/urdu kaise/urdu kare/urdu liya/urdu almost/urdu beautiful/english wife,/english ko/urdu dikha/urdu kar/urdu Nahi/urdu Apne/urdu Dham/urdu Par/urdu 9.3M/urdu kiya/urdu hai/urdu is/urdu Pagal/urdu ko/urdu Bolo/urdu Jal/urdu rahi/urdu Hai?/urdu Accha/urdu se/urdu"
zXAAAXogJ78,Masha  amazing  n nice  sharing bhai challenge  was funny  khush  rahain  Ameen  🎉🎉🎉🎉,no,none,na,joy,Masha/urdu amazing/urdu n/urdu nice/urdu sharing/english bhai/urdu challenge/urdu was/english funny/english khush/urdu rahain/urdu Ameen/urdu 🎉🎉🎉🎉/urdu
BaMLBWWvNHA,Yar shut up ye kia our ye Jo emoji lagai he oof,yes,offensive,na,anger,Yar/urdu shut/english up/urdu ye/urdu kia/urdu our/urdu ye/urdu Jo/urdu emoji/urdu lagai/urdu he/urdu oof/urdu
XHQrr9fmTkc,Ye Rabia Kuch zada attitude dekha rhi ha Fatima apko koi hamri Fatima ko attitude dekhaye hm bardasht nai kre ge 😡😠,no,none,na,anger,Ye/urdu Rabia/urdu Kuch/urdu zada/urdu attitude/urdu dekha/urdu rhi/urdu ha/urdu Fatima/urdu apko/urdu koi/urdu hamri/urdu Fatima/urdu ko/urdu attitude/urdu dekhaye/urdu hm/urdu bardasht/urdu nai/urdu kre/urdu ge/urdu 😡😠/urdu
BaMLBWWvNHA,Rajab ko ap fitna keh rhy ho...... good 😂,yes,offensive,na,joy|anger,Rajab/urdu ko/urdu ap/urdu fitna/urdu keh/urdu rhy/urdu ho....../urdu good/urdu 😂/urdu
Erif7Vj9NSQ,Ap ko ka ham sab aik dosra ka bhan bhia hi hia,no,none,na,none,Ap/urdu ko/urdu ka/urdu ham/urdu sab/urdu aik/urdu dosra/urdu ka/urdu bhan/urdu bhia/urdu hi/urdu hia/urdu
EyrNOfyxSBQ,Nice filam mujhe bhut achi lagi nice,no,none,na,joy,Nice/urdu filam/urdu mujhe/urdu bhut/urdu achi/urdu lagi/urdu nice/urdu
IMnXqYDHhZI,Zulqarnain Bhai vlog is best❤,no,none,na,joy,Zulqarnain/urdu Bhai/urdu vlog/urdu is/urdu best❤/urdu
gvG35CxYOLg,Ap ab zayada vlogs ku nae daltay,no,none,na,sadness,Ap/urdu ab/urdu zayada/urdu vlogs/urdu ku/urdu nae/urdu daltay/urdu
ttL6k7wzGmQ,Awam k khoon choose rahay mulak brbad hi ga hien ya khod garaz bezameer   Mufad persat  pher ak dossry k sath daramy kr rahy noon or ppp  awam ko  petrool mill nahi rahay or en mafia kdirdaro be hesso k protocol hi nahi khatam hotay so sad situation in pakistan😢,no,offensive,na,anger|sadness,Awam/urdu k/urdu khoon/urdu choose/urdu rahay/urdu mulak/urdu brbad/urdu hi/urdu ga/urdu hien/urdu ya/urdu khod/urdu garaz/urdu bezameer/urdu Mufad/urdu persat/urdu pher/urdu ak/urdu dossry/urdu k/urdu sath/urdu daramy/urdu kr/urdu rahy/urdu noon/urdu or/urdu ppp/urdu awam/urdu ko/urdu petrool/urdu mill/urdu nahi/urdu rahay/urdu or/urdu en/urdu mafia/urdu kdirdaro/urdu be/urdu hesso/urdu k/urdu protocol/urdu hi/urdu nahi/urdu khatam/urdu hotay/urdu so/urdu sad/urdu situation/urdu in/urdu pakistan😢/urdu
Erif7Vj9NSQ,Api ab to un ki.beti ha anaviy,no,none,na,none,Api/urdu ab/urdu to/urdu un/urdu ki.beti/urdu ha/urdu anaviy/urdu
BljaIOvFkcM,Imran bhai Allah pak apko lambi Zindagi de aur Allah pak apko Khush rakhe ameen ❤❤❤❤❤❤❤,no,none,na,joy,Imran/urdu bhai/urdu Allah/urdu pak/urdu apko/urdu lambi/urdu Zindagi/urdu de/urdu aur/urdu Allah/urdu pak/urdu apko/urdu Khush/urdu rakhe/urdu ameen/urdu ❤❤❤❤❤❤❤/urdu
WJxfQWiP9DQ,"Sir, Aap nay thok kay rakh dya Muniray & Company Ko - In every minute of your vlog.",no,none,na,none,"Sir,/urdu Aap/urdu nay/urdu thok/urdu kay/urdu rakh/urdu dya/urdu Muniray/urdu &/urdu Company/urdu Ko/urdu -/urdu In/english every/english minute/english of/english your/english vlog./english"
BljaIOvFkcM,"Again Bhai Imran May Allah accept your sacrifices and keep us up to date with terrorism, Pakistan financially bankrupt, morally bankrupt due to these thugs controlling Pakistan",yes,offensive,na,anger|sadness,"Again/english Bhai/english Imran/english May/urdu Allah/english accept/english your/urdu sacrifices/english and/english keep/english us/english up/english to/english date/english with/english terrorism,/english Pakistan/english financially/english bankrupt,/english morally/english bankrupt/english due/english to/english these/english thugs/english controlling/urdu Pakistan/english"
BljaIOvFkcM,General gadaar nhi ho sakte wo dalaal Hein apni family ko Americans ko pesh karte Hein,no,hate,na,anger,General/urdu gadaar/urdu nhi/urdu ho/urdu sakte/urdu wo/urdu dalaal/urdu Hein/urdu apni/urdu family/urdu ko/urdu Americans/urdu ko/urdu pesh/urdu karte/urdu Hein/urdu
gvG35CxYOLg,isky baaad constipation to pakki hai 😢😢😢,no,offensive,na,none,isky/urdu baaad/urdu constipation/urdu to/urdu pakki/urdu hai/urdu 😢😢😢/urdu
eY0i4nBXqdY,😅 achcha mujhe pata hai aap kya jante Hain sardiyon ke. Ivy league,yes,none,na,none,😅/urdu achcha/urdu mujhe/urdu pata/urdu hai/urdu aap/urdu kya/urdu jante/urdu Hain/urdu sardiyon/urdu ke./urdu Ivy/urdu league/urdu
VUKai4CZSNw,AROOB KO TLAQ DA DA BONADA TATTI    WADDI BOND WALE,yes,offensive,na,none,AROOB/urdu KO/urdu TLAQ/urdu DA/urdu DA/urdu BONADA/urdu TATTI/urdu WADDI/urdu BOND/urdu WALE/urdu
4k0ZV0UFZSw,Mashallah feeld marshall ke sollah check kar ln,yes,none,na,none,Mashallah/urdu feeld/urdu marshall/urdu ke/urdu sollah/urdu check/urdu kar/urdu ln/urdu
zXAAAXogJ78,Hajj kr k aya hai or kaam janwaroun waley kr rha,yes,offensive,na,anger,Hajj/urdu kr/urdu k/urdu aya/urdu hai/urdu or/urdu kaam/urdu janwaroun/urdu waley/urdu kr/urdu rha/urdu
8ksTrbtyTco,Nai ye zidati hui hy team RHS ko win hona chahiye tha,no,none,na,sadness,Nai/urdu ye/urdu zidati/urdu hui/urdu hy/urdu team/urdu RHS/urdu ko/urdu win/urdu hona/urdu chahiye/urdu tha/urdu
EyrNOfyxSBQ,Ye film hamare gar ki story hai😢,no,none,na,sadness,Ye/urdu film/urdu hamare/urdu gar/urdu ki/urdu story/urdu hai😢/urdu
HeZ2VBdJeOk,Sara mulk ghaddar ha bus yeh 7 lakh   log hi loyal hain,no,offensive,na,anger,Sara/urdu mulk/urdu ghaddar/urdu ha/urdu bus/urdu yeh/urdu 7/urdu lakh/urdu log/urdu hi/urdu loyal/urdu hain/urdu
EyrNOfyxSBQ,Ye kaisi kahani thi awain,yes,none,na,none,Ye/urdu kaisi/urdu kahani/urdu thi/urdu awain/urdu
nqbNLe84dpM,Achi shirt le kr aaye,no,none,na,joy,Achi/urdu shirt/urdu le/urdu kr/urdu aaye/urdu
IMnXqYDHhZI,MashaAllah kanwal apki r zulqarnain ki sb s achi bat ya ha k ap n kbhi shokhian ni marri bhot ajiz ho ap har waqt Allah Pak ka shukar ada krty ho Baki vlogers tu 4 paisy kama kr Zameen p pao ni rakhty,no,none,na,joy,MashaAllah/urdu kanwal/urdu apki/urdu r/urdu zulqarnain/urdu ki/urdu sb/urdu s/urdu achi/urdu bat/urdu ya/urdu ha/urdu k/urdu ap/urdu n/urdu kbhi/urdu shokhian/urdu ni/urdu marri/urdu bhot/urdu ajiz/urdu ho/urdu ap/urdu har/urdu waqt/urdu Allah/urdu Pak/urdu ka/urdu shukar/urdu ada/urdu krty/urdu ho/urdu Baki/urdu vlogers/urdu tu/urdu 4/urdu paisy/urdu kama/urdu kr/urdu Zameen/urdu p/urdu pao/urdu ni/urdu rakhty/urdu
UiYpRBQ74fs,Well Said Imran Bhai...Our true hero....sacha bahadur Fighter.,no,none,na,joy,Well/english Said/english Imran/english Bhai...Our/english true/english hero....sacha/urdu bahadur/urdu Fighter./urdu
VUKai4CZSNw,Gawar pana mazak mein dete ho ya sachme ho?,yes,none,na,none,Gawar/urdu pana/urdu mazak/urdu mein/urdu dete/urdu ho/urdu ya/urdu sachme/urdu ho?/urdu
gvG35CxYOLg,Abhi raat k 3 baje rahe hein aur kal mujhe school 🏫 Jana ha ajeeb 😒🥲,yes,none,na,sadness,Abhi/urdu raat/urdu k/urdu 3/urdu baje/urdu rahe/urdu hein/urdu aur/urdu kal/urdu mujhe/urdu school/urdu 🏫/urdu Jana/urdu ha/urdu ajeeb/urdu 😒🥲/urdu
zXAAAXogJ78,Sab Kuch niya fringpan bhi niya le ayen Bhai...,no,none,na,none,Sab/urdu Kuch/urdu niya/urdu fringpan/urdu bhi/urdu niya/urdu le/urdu ayen/urdu Bhai.../urdu
N-0DINjOMlY,AP log gai Khan ho,no,none,na,none,AP/urdu log/urdu gai/urdu Khan/urdu ho/urdu
BljaIOvFkcM,DSP hungu Kay liye tu bohat duaye maang rahay ho kabhi begunah pashtun bacho aur aurato Kay liye iss Tarah duaye maangi hain aap nay???!!!!!?????.,no,offensive,na,anger|sadness,DSP/urdu hungu/urdu Kay/urdu liye/urdu tu/urdu bohat/urdu duaye/urdu maang/urdu rahay/urdu ho/urdu kabhi/urdu begunah/urdu pashtun/urdu bacho/urdu aur/urdu aurato/urdu Kay/urdu liye/urdu iss/urdu Tarah/urdu duaye/urdu maangi/urdu hain/urdu aap/urdu nay???!!!!!?????./urdu
8ksTrbtyTco,RHS n acha bnaya ho ga,no,none,na,none,RHS/urdu n/urdu acha/urdu bnaya/urdu ho/urdu ga/urdu
zXAAAXogJ78,9:39 pr ayesha ki bari thi,no,none,na,none|surprise,9:39/urdu pr/urdu ayesha/urdu ki/urdu bari/urdu thi/urdu
gvG35CxYOLg,Mexican Roti k under chatni dal k bna diya,no,none,na,none,Mexican/urdu Roti/urdu k/urdu under/urdu chatni/urdu dal/urdu k/urdu bna/urdu diya/urdu
hhFGhAo4ZfY,Hassan ne cheating ki he,yes,none,na,anger,Hassan/urdu ne/urdu cheating/urdu ki/urdu he/urdu
eY0i4nBXqdY,Aapki video mujhe bahut pasand hai vah meri aapki bahut badi youtuber hun,no,none,na,joy,Aapki/urdu video/urdu mujhe/urdu bahut/urdu pasand/urdu hai/urdu vah/urdu meri/urdu aapki/urdu bahut/urdu badi/urdu youtuber/urdu hun/urdu
eY0i4nBXqdY,Real Fatima ki humne dekha hua hai,no,none,na,none,Real/urdu Fatima/urdu ki/urdu humne/urdu dekha/urdu hua/urdu hai/urdu
PKFU1F2QEMQ,Bhn allha app ko taki dy,no,none,na,none|joy,Bhn/urdu allha/urdu app/urdu ko/urdu taki/urdu dy/urdu
4k0ZV0UFZSw,Allah Pak apko such bol na ke takat dain,no,none,na,none,Allah/urdu Pak/urdu apko/urdu such/urdu bol/urdu na/urdu ke/urdu takat/urdu dain/urdu
BaMLBWWvNHA,Ai din iss per fir hoi hoti ha,yes,none,na,none,Ai/urdu din/urdu iss/urdu per/urdu fir/urdu hoi/urdu hoti/urdu ha/urdu
BmpRnfu16YA,Mera gar be same hai❤❤,no,none,na,none,Mera/urdu gar/urdu be/urdu same/urdu hai❤❤/urdu
PKFU1F2QEMQ,Mashallah allha pak sbko asa ghr day Aysha bohat pyara ghr hai ❤,no,none,na,joy|none,Mashallah/urdu allha/urdu pak/urdu sbko/urdu asa/urdu ghr/urdu day/urdu Aysha/urdu bohat/urdu pyara/urdu ghr/urdu hai/urdu ❤/urdu
4k0ZV0UFZSw,1 KALAY BAKRAY KA SADQA...  BUS.... PAKISTAN AZAD.... ONLY SOLUTION,yes,none,na,none,1/urdu KALAY/urdu BAKRAY/urdu KA/urdu SADQA.../urdu BUS..../urdu PAKISTAN/urdu AZAD..../urdu ONLY/urdu SOLUTION/urdu
XHQrr9fmTkc,Fatima api Jo ap ki mama na mine pizza banha tha vo mara sa ni bana or mama sa dant per gi,no,none,na,none|sadness,Fatima/urdu api/urdu Jo/urdu ap/urdu ki/urdu mama/urdu na/urdu mine/urdu pizza/urdu banha/urdu tha/urdu vo/urdu mara/urdu sa/urdu ni/urdu bana/urdu or/urdu mama/urdu sa/urdu dant/urdu per/urdu gi/urdu
EyrNOfyxSBQ,Kia matlab kuch bi acting he ni karni ati Rabia ko to😊,yes,none,na,none,Kia/urdu matlab/urdu kuch/urdu bi/urdu acting/urdu he/urdu ni/urdu karni/urdu ati/urdu Rabia/urdu ko/urdu to😊/urdu
8ksTrbtyTco,Phadda hoty hoty reh gya dono teams Mein,no,none,na,none,Phadda/urdu hoty/urdu hoty/urdu reh/urdu gya/urdu dono/urdu teams/urdu Mein/urdu
IMnXqYDHhZI,Pese b to ate ha vlog sy,yes,none,na,none,Pese/urdu b/urdu to/urdu ate/urdu ha/urdu vlog/urdu sy/urdu
zXAAAXogJ78,Are itna Sara khana nhi rkhne,no,none,na,none|surprise,Are/urdu itna/urdu Sara/urdu khana/urdu nhi/urdu rkhne/urdu
IMnXqYDHhZI,Mashallah mashallah bahut pyare so jao baithe andapuram ko pahnana Naseeb Karen 😊 ameen ameen ❤❤❤❤,no,none,na,none,Mashallah/urdu mashallah/urdu bahut/urdu pyare/urdu so/urdu jao/urdu baithe/urdu andapuram/urdu ko/urdu pahnana/urdu Naseeb/urdu Karen/urdu 😊/urdu ameen/urdu ameen/urdu ❤❤❤❤/urdu
EyrNOfyxSBQ,dua kara ka mere 900 number ajay 10 class mai 40 log ameen bolo allah mujay or tamam bacho ko kamyab karay ameen suma ameen ❤,no,none,na,none,dua/urdu kara/urdu ka/urdu mere/urdu 900/urdu number/urdu ajay/urdu 10/urdu class/urdu mai/urdu 40/urdu log/urdu ameen/urdu bolo/urdu allah/urdu mujay/urdu or/urdu tamam/urdu bacho/urdu ko/urdu kamyab/urdu karay/urdu ameen/urdu suma/urdu ameen/urdu ❤/urdu
BaMLBWWvNHA,"Rajab aik du takkay ka insaan hai ....
Jis ko aukaat se zada mil jaey usko hazam nhi hua na hi paisa na hi fame......",yes,offensive,na,anger,Rajab/urdu aik/urdu du/urdu takkay/urdu ka/urdu insaan/urdu hai/urdu ..../urdu Jis/urdu ko/urdu aukaat/urdu se/urdu zada/urdu mil/urdu jaey/urdu usko/urdu hazam/urdu nhi/urdu hua/urdu na/urdu hi/urdu paisa/urdu na/urdu hi/urdu fame....../urdu
IMnXqYDHhZI,Main bi apka vlog on kr ky khana khati ho vlog apka na laga howa ho to mujsy khana ni kheya jata 😢,no,none,na,joy|sadness,Main/urdu bi/urdu apka/urdu vlog/urdu on/urdu kr/urdu ky/urdu khana/urdu khati/urdu ho/urdu vlog/urdu apka/urdu na/urdu laga/urdu howa/urdu ho/urdu to/urdu mujsy/urdu khana/urdu ni/urdu kheya/urdu jata/urdu 😢/urdu
BaMLBWWvNHA,Oye rajjab butt k khilaf baat na kr thek ha na,no,offensive,na,anger,Oye/urdu rajjab/urdu butt/urdu k/urdu khilaf/urdu baat/urdu na/urdu kr/urdu thek/urdu ha/urdu na/urdu
UiYpRBQ74fs,Aoa.imran bhai ap forces k bandy ko bhi sheed or kashmeeri  ko bhi shaheed  bol ray han.jb k mari ray m pro.munwer hassn ki bat sy qail hn.,no,offensive,na,anger|sadness,Aoa.imran/urdu bhai/urdu ap/urdu forces/urdu k/urdu bandy/urdu ko/urdu bhi/urdu sheed/urdu or/urdu kashmeeri/urdu ko/urdu bhi/urdu shaheed/urdu bol/urdu ray/urdu han.jb/urdu k/urdu mari/urdu ray/urdu m/urdu pro.munwer/urdu hassn/urdu ki/urdu bat/urdu sy/urdu qail/urdu hn./urdu
FH8OUP2_sN4,Inke sath itna paisa kahan se a Gaya itni to inhone bahut jyada shopping kar lo ek karod rupaye ka note shopping ki hai meri andaaz which this money,yes,none,na,surprise,Inke/urdu sath/urdu itna/urdu paisa/urdu kahan/urdu se/urdu a/urdu Gaya/urdu itni/urdu to/urdu inhone/urdu bahut/urdu jyada/urdu shopping/urdu kar/urdu lo/urdu ek/urdu karod/urdu rupaye/urdu ka/urdu note/urdu shopping/urdu ki/urdu hai/urdu meri/urdu andaaz/urdu which/english this/english money/english
VUKai4CZSNw,Ducky bhai plzzz apni bedsheet change kr lain it’s toooo old 1 year sa yahi bedsheet ha,yes,offensive,na,none,Ducky/urdu bhai/urdu plzzz/urdu apni/urdu bedsheet/urdu change/urdu kr/urdu lain/urdu it’s/urdu toooo/urdu old/urdu 1/urdu year/urdu sa/urdu yahi/urdu bedsheet/urdu ha/urdu
EyrNOfyxSBQ,2mnt ki flm 😂😂😂,yes,none,na,none,2mnt/urdu ki/urdu flm/urdu 😂😂😂/urdu
BaMLBWWvNHA,Bro Kesy ku Kuch nahi sekhna cahiye Baad MN vo hi ap KY muqably MN aa jata litterly😢,no,none,na,sadness,Bro/urdu Kesy/urdu ku/urdu Kuch/urdu nahi/urdu sekhna/urdu cahiye/urdu Baad/urdu MN/urdu vo/urdu hi/urdu ap/urdu KY/urdu muqably/urdu MN/urdu aa/urdu jata/urdu litterly😢/urdu
XHQrr9fmTkc,Fatima API ap ne yellow colour ka challenge Kiya ab Zara Pink colour ka challenge kare please 🥺 please 🥺 please 🥺 me zarur dekhu gi please 🥺🙏🙏🙏🙏🙏and again you are the best vloger in the world 🌍,no,none,na,joy,Fatima/urdu API/urdu ap/urdu ne/urdu yellow/urdu colour/urdu ka/urdu challenge/urdu Kiya/urdu ab/urdu Zara/urdu Pink/urdu colour/urdu ka/urdu challenge/urdu kare/urdu please/urdu 🥺/ambiguous please/urdu 🥺/ambiguous please/urdu 🥺/english me/urdu zarur/urdu dekhu/urdu gi/urdu please/urdu 🥺🙏🙏🙏🙏🙏and/ambiguous again/english you/english are/english the/english best/english vloger/english in/english the/english world/english 🌍/ambiguous
XHQrr9fmTkc,Please please ap green color  ka challenge  kara,no,none,na,joy|none,Please/urdu please/urdu ap/urdu green/urdu color/urdu ka/urdu challenge/urdu kara/urdu
XHQrr9fmTkc,Hay Patna Faisal main aapki bahut badi fan hun please blog mein Mera comment pade,no,none,na,none|joy,Hay/urdu Patna/urdu Faisal/urdu main/urdu aapki/urdu bahut/urdu badi/urdu fan/urdu hun/urdu please/urdu blog/urdu mein/urdu Mera/urdu comment/urdu pade/urdu
BmpRnfu16YA,. Yah Ghar bahut Pyara Hai Ghar cross Mahal pic🎉❤❤,no,none,na,joy|surprise|none,./urdu Yah/urdu Ghar/urdu bahut/urdu Pyara/urdu Hai/urdu Ghar/urdu cross/urdu Mahal/urdu pic🎉❤❤/english
Erif7Vj9NSQ,❤❤❤❤❤barat mein black colour achcha lage ga main aapki bahut badi fan hun,no,none,na,joy|none,❤❤❤❤❤barat/urdu mein/urdu black/urdu colour/urdu achcha/urdu lage/urdu ga/urdu main/urdu aapki/urdu bahut/urdu badi/urdu fan/urdu hun/urdu
BaMLBWWvNHA,Zulqar nin qasam SI me tujhe janta nhe tha Rajab bahi ki tarf SI jan ne laga tha mere kyal si ap ka fame sirf rajab bahi ki taraf Mila he,yes,none,na,sadness|anger,Zulqar/urdu nin/urdu qasam/urdu SI/urdu me/urdu tujhe/urdu janta/urdu nhe/urdu tha/urdu Rajab/urdu bahi/urdu ki/urdu tarf/urdu SI/urdu jan/urdu ne/urdu laga/urdu tha/urdu mere/urdu kyal/urdu si/urdu ap/urdu ka/urdu fame/urdu sirf/urdu rajab/urdu bahi/urdu ki/urdu taraf/urdu Mila/urdu he/urdu
zXAAAXogJ78,Kanwal ko yhi deserve krta h or koi qabool ni krta . Zeher lgti kbi achi ni lgi ye 😅😅😅😅🖐🖐🖐🖐🖐🖐🖐🖐,yes,hate,na,anger|sadness,Kanwal/urdu ko/urdu yhi/urdu deserve/urdu krta/urdu h/urdu or/urdu koi/urdu qabool/urdu ni/urdu krta/urdu ./urdu Zeher/urdu lgti/urdu kbi/urdu achi/urdu ni/urdu lgi/urdu ye/urdu 😅😅😅😅🖐🖐🖐🖐🖐🖐🖐🖐/urdu
IMnXqYDHhZI,Kanwal appi apbko Nazar ki itni tension Hoti h to AP vlogs mat banaya kare 😢,yes,offensive,na,sadness,Kanwal/urdu appi/urdu apbko/urdu Nazar/urdu ki/urdu itni/urdu tension/urdu Hoti/urdu h/urdu to/urdu AP/urdu vlogs/urdu mat/urdu banaya/urdu kare/urdu 😢/urdu
BaMLBWWvNHA,"I just want to say before even watching this video that, we trust you Zulqarnain Bhai. Sach chahiye kaisa ho, good bad ugly bahar aa hi jata hai by one way or another. I can only imagine how hard it must’ve been for you to put yourself in a position to speak all this, but it also becomes necessary at a point to stand against wrong and im so glad you did. Much love to you and your family. All my prayers and support for Kanwal and You <3",no,none,na,sadness|fear,"I/english just/english want/english to/english say/english before/english even/english watching/english this/english video/english that,/english we/english trust/english you/english Zulqarnain/english Bhai./english Sach/urdu chahiye/urdu kaisa/urdu ho,/urdu good/english bad/english ugly/english bahar/urdu aa/urdu hi/urdu jata/urdu hai/urdu by/english one/english way/english or/english another./english I/english can/english only/english imagine/english how/english hard/english it/english must’ve/english been/english for/english you/english to/english put/english yourself/english in/english a/english position/english to/english speak/english all/english this,/english but/english it/english also/english becomes/english necessary/english at/english a/english point/english to/english stand/english against/english wrong/english and/english im/english so/english glad/english you/english did./english Much/english love/english to/english you/english and/english your/english family./english All/english my/english prayers/english and/english support/english for/english Kanwal/english and/english You/english <3/ambiguous"
WJxfQWiP9DQ,Khan system Ka bap hy ❤❤❤❤❤,no,none,na,joy,Khan/urdu system/urdu Ka/urdu bap/urdu hy/urdu ❤❤❤❤❤/urdu
EyrNOfyxSBQ,Aapka last wala seen bahut dukhi tha,no,none,na,sadness,Aapka/urdu last/urdu wala/urdu seen/urdu bahut/urdu dukhi/urdu tha/urdu
FH8OUP2_sN4,"Duku kab aey ga MATLAB baby duck samjh dar k liey ishara kafi ha 2 sal marriage KO ho Gary hain koi khushkhabri Nahi suni , ducky Bhai duku Laney ki koshish karein",yes,offensive,na,none,"Duku/urdu kab/urdu aey/urdu ga/urdu MATLAB/urdu baby/urdu duck/urdu samjh/urdu dar/urdu k/urdu liey/urdu ishara/urdu kafi/urdu ha/urdu 2/urdu sal/urdu marriage/urdu KO/urdu ho/urdu Gary/urdu hain/urdu koi/urdu khushkhabri/urdu Nahi/urdu suni/urdu ,/urdu ducky/urdu Bhai/urdu duku/urdu Laney/urdu ki/urdu koshish/urdu karein/urdu"
WJxfQWiP9DQ,SB jhot Hy log ab ghussa Hy bahr Nikl rahy hn es Liya biyan dia Hy . Sirf logo ko normalize krna lia,yes,offensive,na,anger|sadness,SB/urdu jhot/urdu Hy/urdu log/urdu ab/urdu ghussa/urdu Hy/urdu bahr/urdu Nikl/urdu rahy/urdu hn/urdu es/urdu Liya/urdu biyan/urdu dia/urdu Hy/urdu ./urdu Sirf/urdu logo/urdu ko/urdu normalize/urdu krna/urdu lia/urdu
gvG35CxYOLg,Dekhkar hi Dar lag raha hai,no,none,na,fear,Dekhkar/urdu hi/urdu Dar/urdu lag/urdu raha/urdu hai/urdu
