video_id,comment_text,sarcasm,hate_speech,misinformation,emotion,code_switch_tags
eY0i4nBXqdY,Banda pura saal begairtiyan kare phr parda kr k madina jaye or wapis aa kr bhi wohi begairtiyan lanat🖐🏻,yes,offensive,na,anger,Banda/urdu pura/urdu saal/urdu begairtiyan/urdu kare/urdu phr/urdu parda/urdu kr/urdu k/urdu madina/urdu jaye/urdu or/english wapis/urdu aa/urdu kr/urdu bhi/urdu wohi/urdu begairtiyan/urdu lanat/urdu
XHQrr9fmTkc,"""Fatima api, mera naam bhi Fatima hai! Mujhy ye batayein ke jab aap sab behnein mil kar vlogs banati hain, to sab se zyada tang kaun karta hai aur sab se jaldi gussa kis ko aata hai?""",no,none,na,joy|surprise,Fatima/ambiguous api/urdu mera/urdu naam/urdu bhi/urdu Fatima/ambiguous hai/urdu Mujhy/urdu ye/urdu batayein/urdu ke/urdu jab/urdu aap/urdu sab/urdu behnein/urdu mil/urdu kar/urdu vlogs/english banati/urdu hain/urdu to/urdu sab/urdu se/urdu zyada/urdu tang/urdu kaun/urdu karta/urdu hai/urdu aur/urdu sab/urdu se/urdu jaldi/urdu gussa/urdu kis/urdu ko/urdu aata/urdu hai/urdu
nqbNLe84dpM,Arib bhai comment vlock mein padhen,no,none,na,none,urdu/ambiguous urdu/urdu english/english urdu/ambiguous urdu/urdu urdu/urdu
8ksTrbtyTco,Maha to bth achi cook ha kasay har gai😢😂,yes,none,na,sadness|joy,Maha/ambiguous to/urdu bth/urdu achi/urdu cook/english ha/urdu kasay/urdu har/urdu gai/urdu
FH8OUP2_sN4,Ducky ayy hyy krta ha vlog end 😂😂❤,yes,none,na,joy,Ducky/ambiguous ayy/urdu hyy/urdu krta/urdu ha/urdu vlog/english end/english 😂😂❤/ambiguous
VUKai4CZSNw,Washroom ko bhe rost ker diya ducky Bhai ny😅😅😮😢😢🎉🎉😢😮😅😊😊😊😮😢😂😂😂😂😂😂😂😂😂😂😂,yes,none,na,joy|surprise,Washroom/english ko/urdu bhe/urdu rost/urdu ker/urdu diya/urdu ducky/english Bhai/urdu ny/urdu
IMnXqYDHhZI,MashaAllah kanwal apki r zulqarnain ki sb s achi bat ya ha k ap n kbhi shokhian ni marri bhot ajiz ho ap har waqt Allah Pak ka shukar ada krty ho Baki vlogers tu 4 paisy kama kr Zameen p pao ni rakhty,no,none,na,joy,MashaAllah/urdu kanwal/urdu apki/urdu r/urdu zulqarnain/urdu ki/urdu sb/urdu s/urdu achi/urdu bat/urdu ya/urdu ha/urdu k/urdu ap/urdu n/urdu kbhi/urdu shokhian/urdu ni/urdu marri/urdu bhot/urdu ajiz/urdu ho/urdu ap/urdu har/urdu waqt/urdu Allah/urdu Pak/urdu ka/urdu shukar/urdu ada/urdu krty/urdu ho/urdu Baki/urdu vlogers/english tu/urdu 4/english paisy/urdu kama/urdu kr/urdu Zameen/urdu p/urdu pao/urdu ni/urdu rakhty/urdu
EyrNOfyxSBQ,Allah Pak Ka shukar hai hum parda bhi karta Hain aur ghairat bhi magar ek momin ki asal ghairat Tu Allah Pak Ka hukam Pura Karna mai honi chahaie jis KO Allah Ka hukam par ghairat na aie Tu is SA barha ba ghairat koi ni,no,none,na,joy,Allah/urdu Pak/urdu Ka/urdu shukar/urdu hai/urdu hum/urdu parda/urdu bhi/urdu karta/urdu Hain/urdu aur/urdu ghairat/urdu bhi/urdu magar/urdu ek/urdu momin/urdu ki/urdu asal/urdu ghairat/urdu Tu/urdu Allah/urdu Pak/urdu Ka/urdu hukam/urdu Pura/urdu Karna/urdu mai/urdu honi/urdu chahaie/urdu jis/urdu KO/urdu Allah/urdu Ka/urdu hukam/urdu par/urdu ghairat/urdu na/urdu aie/urdu Tu/urdu is/urdu SA/urdu barha/urdu ba/urdu ghairat/urdu koi/urdu ni/urdu
4k0ZV0UFZSw,Walekumassalam inran riaz bhai shb 👍💯🎉🎉🎉🎉🎉🎉🎉,no,none,na,joy,Walekumassalam/urdu inran/ambiguous riaz/urdu bhai/urdu shb/ambiguous 👍💯🎉🎉🎉🎉🎉🎉🎉/ambiguous
BljaIOvFkcM,Yeh kasmir say panga lay rahay waha to aurtain b in say Zada jurat mand hai,yes,offensive,na,anger,Yeh/urdu kasmir/urdu say/urdu panga/urdu lay/urdu rahay/urdu waha/urdu to/urdu aurtain/urdu b/urdu in/urdu say/urdu Zada/urdu jurat/urdu mand/urdu hai/urdu
BaMLBWWvNHA,O zulkarnain Kuta to UN ka ghar  to sambal rha ha us ka to teara sa ziada subscriber ha,yes,offensive,na,anger,O/urdu zulkarnain/urdu Kuta/urdu to/urdu UN/english ka/urdu ghar/urdu to/urdu sambal/urdu rha/urdu ha/urdu us/urdu ka/urdu to/urdu teara/urdu sa/urdu ziada/urdu subscriber/english ha/urdu
UiYpRBQ74fs,Pata nahi aap kis Airport ke baat kr rahay hain. Hum tow 45 years se Karachi aa jaa rahey hain. Na he hum ne kabhi khuahish ke r na he kabhi dekha. Haan porter ko samaan lay kr jánay k paisay detey hain. Baqi jo aap bata rahay hain wo tow koi bohat bada afser ho to os ka protocol tow bunta hai.,yes,none,na,anger,Pata/urdu nahi/urdu aap/urdu kis/urdu Airport/english ke/urdu baat/urdu kr/urdu rahay/urdu hain/urdu Hum/urdu tow/urdu 45/english years/english se/urdu Karachi/urdu aa/urdu jaa/urdu rahey/urdu hain/urdu Na/urdu he/urdu hum/urdu ne/urdu kabhi/urdu khuahish/urdu ke/urdu r/ambiguous na/urdu he/urdu kabhi/urdu dekha/urdu Haan/urdu porter/english ko/urdu samaan/urdu lay/urdu kr/urdu jánay/urdu k/urdu paisay/urdu detey/urdu hain/urdu Baqi/urdu jo/urdu aap/urdu bata/urdu rahay/urdu hain/urdu wo/urdu tow/urdu koi/urdu bohat/urdu bada/urdu afser/urdu ho/urdu to/urdu os/urdu ka/urdu protocol/english tow/urdu bunta/urdu hai/urdu
FH8OUP2_sN4,4:41 ducky ke khane ki plate ke right side par sharab ha wo pita ha?😂,yes,none,na,joy|surprise,4:41/ambiguous ducky/english ke/urdu khane/urdu ki/urdu plate/english ke/urdu right/english side/english par/urdu sharab/urdu ha/urdu wo/urdu pita/urdu ha/urdu
BmpRnfu16YA,Man bhi bohot ameer hon mara pass is sa bhi acha Ghar h mara papa Pura pindi ka bissnis man han,yes,none,na,joy,Man/ambiguous bhi/urdu bohot/urdu ameer/urdu hon/urdu mara/urdu pass/urdu is/urdu sa/urdu bhi/urdu acha/urdu Ghar/urdu h/urdu mara/urdu papa/urdu Pura/urdu pindi/urdu ka/urdu bissnis/urdu man/ambiguous han/urdu
nqbNLe84dpM,Aur vaise follow kaise karte hain vah mujhe bata do main FIR aapko follow kar dungi❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,no,none,na,joy,Aur/urdu vaise/urdu follow/english kaise/urdu karte/urdu hain/urdu vah/urdu mujhe/urdu bata/urdu do/urdu main/urdu FIR/urdu aapko/urdu follow/english kar/urdu dungi/urdu
FH8OUP2_sN4,Aru paapi kya itni majburi Thi is gende se shaadi karne ki isase achcha tumhen aur mere se aap shaadi kar leti,yes,offensive,na,anger|sadness,Aru/ambiguous paapi/urdu kya/urdu itni/urdu majburi/urdu Thi/urdu is/urdu gende/urdu se/urdu shaadi/urdu karne/urdu ki/urdu isase/urdu achcha/urdu tumhen/urdu aur/urdu mere/urdu se/urdu aap/urdu shaadi/urdu kar/urdu leti/urdu
gvG35CxYOLg,Shahveer bhai Jo aapane puri video mein khaya hai food vah subah triple nikalega 💩💩🤮🥵,yes,none,na,joy|surprise,Shahveer/urdu bhai/urdu Jo/urdu aapane/urdu puri/urdu video/english mein/urdu khaya/urdu hai/urdu food/english vah/urdu subah/urdu triple/english nikalega/urdu 💩💩🤮🥵/ambiguous
BaMLBWWvNHA,very nice bro kya insult  ki hai enta toh ghar main sheriko ki  larai par maza nahi aya jitna rajab ki insult par maza aya 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 phat gai ho rajab ki 😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😶‍🌫😅😅🤣🤣😂😂,no,offensive,na,joy,very/english nice/english bro/english kya/urdu insult/english ki/urdu hai/urdu enta/urdu toh/urdu ghar/urdu main/urdu sheriko/urdu ki/urdu larai/urdu par/urdu maza/urdu nahi/urdu aya/urdu jitna/urdu rajab/urdu ki/urdu insult/english par/urdu maza/urdu aya/urdu emojis/ambiguous phat/urdu gai/urdu ho/urdu rajab/urdu ki/urdu emojis/ambiguous
IMnXqYDHhZI,Baji hath rok kar shoping kia karo na isko israaf kahte hain jo ap kar rai ke kapro ko stiker lage hue hain,no,none,na,anger,Baji/urdu hath/urdu rok/urdu kar/urdu shoping/english kia/urdu karo/urdu na/urdu isko/urdu israaf/urdu kahte/urdu hain/urdu jo/urdu ap/urdu kar/urdu rai/urdu ke/urdu kapro/urdu ko/urdu stiker/english lage/urdu hue/urdu hain/urdu
eY0i4nBXqdY,Fatima aap kya aap umra karne ke liye Allah Tala ke ghar bahut pyari baat hai 🕋🕋🕋🕋,no,none,na,joy,Fatima/ambiguous aap/urdu kya/urdu aap/urdu umra/urdu karne/urdu ke/urdu liye/urdu Allah/ambiguous Tala/urdu ke/urdu ghar/urdu bahut/urdu pyari/urdu baat/urdu hai/urdu 🕋🕋🕋🕋/ambiguous
8ksTrbtyTco,Oh my god donu ki wife's bht hi pohar Hain.... Kuch nhi ata siwaye sajny  sawarny k Allah ki Hafiz  ha in donu kaa..... Zerooo reward,yes,offensive,na,anger|sadness,Oh/english my/english god/english donu/urdu ki/urdu wife's/english bht/urdu hi/urdu pohar/urdu Hain/urdu Kuch/urdu nhi/urdu ata/urdu siwaye/urdu sajny/urdu sawarny/urdu k/urdu Allah/urdu ki/urdu Hafiz/urdu ha/urdu in/urdu donu/urdu kaa/urdu Zerooo/english reward/english
gvG35CxYOLg,"Biryani   k  sath  milk  thaa ??  Ya  lassi   theee  ?? 
Milk   should   not  be  taken along with chicken",no,none,misinfo,none,Biryani/urdu k/urdu sath/urdu milk/english thaa/urdu ?/ambiguous Ya/urdu lassi/urdu theee/urdu ?/ambiguous Milk/english should/english not/english be/english taken/english along/english with/english chicken/english
BmpRnfu16YA,ap bhi apne ghar ka home tour do,no,none,na,none,ap/urdu bhi/urdu apne/urdu ghar/urdu ka/urdu home/english tour/english do/urdu
BmpRnfu16YA,Apni mamma to yah wali machine leti Nahin hai to hamen kyon bol rahi ho magar hamara bahut luxury Ghar hai,yes,none,na,anger,Apni/urdu mamma/urdu to/urdu yah/urdu wali/urdu machine/english leti/urdu Nahin/urdu hai/urdu to/urdu hamen/urdu kyon/urdu bol/urdu rahi/urdu ho/urdu magar/urdu hamara/urdu bahut/urdu luxury/english Ghar/urdu hai/urdu
nqbNLe84dpM,Hshaue hdhue hhhdhhd bbddbbd djfufey he be bhehhd bdhhdy heheo hhdhhdu heheh bdhhdhdue k,no,none,na,none,Hshaue/ambiguous hdhue/ambiguous hhhdhhd/ambiguous bbddbbd/ambiguous djfufey/ambiguous he/english be/english bhehhd/ambiguous bdhhdy/ambiguous heheo/ambiguous hhdhhdu/ambiguous heheh/ambiguous bdhhdhdue/ambiguous k/ambiguous
BaMLBWWvNHA,Mery khial apko Hajj py jany sy pehly ye video delete kr deni chahye thi agr apny kisi k lye acha kia hai to Allah sab janta hai esy sare.e aam logu ko btany sy kia faida naiki kar daryian Mai daal khuda to sab janta hai,yes,none,na,anger,Mery/urdu khial/urdu apko/urdu Hajj/urdu py/urdu jany/urdu sy/urdu pehly/urdu ye/urdu video/english delete/english kr/urdu deni/urdu chahye/urdu thi/urdu agr/urdu apny/urdu kisi/urdu k/urdu lye/urdu acha/urdu kia/urdu hai/urdu to/urdu Allah/urdu sab/urdu janta/urdu hai/urdu esy/urdu sare.e/urdu aam/urdu logu/urdu ko/urdu btany/urdu sy/urdu kia/urdu faida/urdu naiki/urdu kar/urdu daryian/urdu Mai/urdu daal/urdu khuda/urdu to/urdu sab/urdu janta/urdu hai/urdu
4k0ZV0UFZSw,Haq ka seedha Rasta karbla karbla hai humari darsgaah krbla karbla mola Hussain a s zindabad Salam ya Hussain a s ❤❤❤❤❤❤,no,none,na,joy,Haq/urdu ka/urdu seedha/urdu Rasta/urdu karbla/urdu karbla/urdu hai/urdu humari/urdu darsgaah/urdu krbla/urdu karbla/urdu mola/urdu Hussain/english a/english s/english zindabad/urdu Salam/urdu ya/urdu Hussain/english a/english s/english ❤❤❤❤❤❤/ambiguous
nqbNLe84dpM,Ap ki vaja sa AJ Fatima ka vlog nahi Aya 😢💔😣😭,no,none,na,sadness,Ap/urdu ki/urdu vaja/urdu sa/urdu AJ/english Fatima/ambiguous ka/urdu vlog/english nahi/urdu Aya/urdu 😢💔😣😭/ambiguous
EyrNOfyxSBQ,Bro vid may Kya tha,no,none,na,none,Bro/english vid/english may/urdu Kya/urdu tha/urdu
zfjRK9s0pjA,Beti wo phool ha jo hr ghar ma nai khilat🥰beti kasmat walo ka ghar ma atai ha allha paka iqar and iqreeb KO hamesha khush or iqar and iqreeba ki asai he hamesha khush rakara❤❤❤ameen sum ameen iqar and ka bachi ho,no,none,na,joy,Beti/urdu wo/urdu phool/urdu ha/urdu jo/urdu hr/urdu ghar/urdu ma/urdu nai/urdu khilat/urdu beti/urdu kasmat/urdu walo/urdu ka/urdu ghar/urdu ma/urdu atai/urdu ha/urdu allha/urdu paka/urdu iqar/ambiguous and/english iqreeb/ambiguous KO/urdu hamesha/urdu khush/urdu or/english iqar/ambiguous and/english iqreeba/ambiguous ki/urdu asai/urdu he/urdu hamesha/urdu khush/urdu rakara/urdu ameen/urdu sum/english ameen/urdu iqar/ambiguous and/english ka/urdu bachi/urdu ho/urdu
IMnXqYDHhZI,Zulqarnan asia present karta hai khush hou lakin usko b apne bht bari ghalty or besukoon hai kawanl,no,offensive,na,anger,urdu/urdu urdu/urdu english/english urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu urdu/urdu
UiYpRBQ74fs,❤  sy asllam app KO Imran bhai,no,none,na,joy,ambiguous/ambiguous sy/urdu asllam/urdu app/english KO/urdu Imran/english bhai/urdu
BmpRnfu16YA,Panch kanal ka hamara Ghar hai,no,none,na,joy,Panch/urdu kanal/urdu ka/urdu hamara/urdu Ghar/urdu hai/urdu
WJxfQWiP9DQ,"Yeh jhoot bol ry hyn inko pakistan ki koi fikr ni ,inhyn kisi ko kuchnly sy kisi k mun py marny sy kuch frq ni pry ga yeh ho skta marshal law lga dyn",yes,offensive,na,anger,Yeh/urdu jhoot/urdu bol/urdu ry/urdu hyn/urdu inko/urdu pakistan/urdu ki/urdu koi/urdu fikr/urdu ni/urdu inhyn/urdu kisi/urdu ko/urdu kuchnly/urdu sy/urdu kisi/urdu k/urdu mun/urdu py/urdu marny/urdu sy/urdu kuch/urdu frq/urdu ni/urdu pry/urdu ga/urdu yeh/urdu ho/urdu skta/urdu marshal/english law/english lga/urdu dyn/urdu
4k0ZV0UFZSw,Allah Pak apko such bol na ke takat dain,no,none,na,none,Allah/urdu Pak/urdu apko/urdu such/urdu bol/urdu na/urdu ke/urdu takat/urdu dain/urdu
nqbNLe84dpM,Fatima depresstion mein chli gaii😅😅,yes,none,na,sadness|joy,Fatima/ambiguous depresstion/english mein/urdu chli/urdu gaii/urdu
hhFGhAo4ZfY,Osaib ko nikalo ye cheating krta Hein,no,offensive,na,anger,Osaib/ambiguous ko/urdu nikalo/urdu ye/urdu cheating/english krta/urdu Hein/urdu
BmpRnfu16YA,Main eshal beat l miss you. Fatima aap bahut acche Hain Pyaar,no,none,na,joy,Main/urdu eshal/ambiguous beat/english l/english miss/english you/english Fatima/ambiguous aap/urdu bahut/urdu acche/urdu Hain/urdu Pyaar/urdu
8ksTrbtyTco,"ager rhs lo winner diclare kerty tou payment chali jati 
baverchi ki",yes,none,na,anger,ager/urdu rhs/english lo/urdu winner/english diclare/english kerty/urdu tou/urdu payment/english chali/urdu jati/urdu baverchi/urdu ki/urdu
BaMLBWWvNHA,Only for 100k views to ata Hain Rajab ko roast Kara fa,yes,offensive,na,anger,Only/english for/english 100k/english views/english to/english ata/urdu Hain/urdu Rajab/urdu ko/urdu roast/english Kara/urdu fa/urdu
8ksTrbtyTco,Who wants to see shav ka baccha 😂,yes,none,na,joy,Who/english wants/english to/english see/english shav/urdu ka/urdu baccha/urdu 😂/ambiguous
BaMLBWWvNHA,Yar shut up ye kia our ye Jo emoji lagai he oof,yes,none,na,anger|surprise,Yar/urdu shut/english up/english ye/urdu kia/urdu our/ambiguous ye/urdu Jo/urdu emoji/english lagai/urdu he/urdu oof/english
IMnXqYDHhZI,0:58 only showoff & dikhwa tiktok par nacha nacha Kar haram pasiy Ka show of Kar rhi lachi aurat wesy har vlog ma kehti Mera pass ha hi Kuch ni nashukri aurat,yes,offensive,na,anger,ambiguous/ambiguous only/english showoff/english &/ambiguous dikhwa/urdu tiktok/english par/urdu nacha/urdu nacha/urdu Kar/urdu haram/urdu pasiy/urdu Ka/urdu show/english of/english Kar/urdu rhi/urdu lachi/urdu aurat/urdu wesy/urdu har/urdu vlog/english ma/urdu kehti/urdu Mera/urdu pass/urdu ha/urdu hi/urdu Kuch/urdu ni/urdu nashukri/urdu aurat/urdu
gvG35CxYOLg,Cheers yar Bismillah bhi phar Liya karo,no,none,na,joy,Cheers/english yar/urdu Bismillah/urdu bhi/urdu phar/urdu Liya/urdu karo/urdu
4k0ZV0UFZSw,buzdil qoum hai Pakistani,no,hate,na,anger,buzdil/urdu qoum/urdu hai/urdu Pakistani/english
gvG35CxYOLg,Yarr agar spicy food challenge karna hi tha to direct 100 green chillies hi kha lety,yes,none,na,surprise,Yarr/urdu agar/urdu spicy/english food/english challenge/english karna/urdu hi/urdu tha/urdu to/urdu direct/english 100/ambiguous green/english chillies/english hi/urdu kha/urdu lety/urdu
nqbNLe84dpM,"Fatima be like: ab tu daikh beta, ab tu gya 😅",yes,none,na,joy|surprise,Fatima/ambiguous be/english like/english ab/urdu tu/urdu daikh/urdu beta/urdu ab/urdu tu/urdu gya/urdu 😅/ambiguous
UiYpRBQ74fs,Kisi forces k bndy KO shaheed na kaho,no,offensive,na,anger,Kisi/urdu forces/english k/urdu bndy/urdu KO/urdu shaheed/urdu na/urdu kaho/urdu
UiYpRBQ74fs,Sub sy bara Dala hy Jamat islami ka Dala Naeem,yes,hate,na,anger,Sub/urdu sy/urdu bara/urdu Dala/urdu hy/urdu Jamat/urdu islami/urdu ka/urdu Dala/urdu Naeem/urdu
nqbNLe84dpM,Kisi ko pta h zainab k washrom m face wash k pas pink clr ki bottle kis chez ki h,yes,none,na,surprise,Kisi/urdu ko/urdu pta/urdu h/urdu zainab/urdu k/urdu washrom/urdu m/urdu face/english wash/english k/urdu pas/urdu pink/english clr/english ki/urdu bottle/english kis/urdu chez/urdu ki/urdu h/urdu
zfjRK9s0pjA,Bacchon ke apne pass rakhne,no,none,na,none,Bacchon/urdu ke/urdu apne/urdu pass/urdu rakhne/urdu
N-0DINjOMlY,Pen nu lan ee airpod. Tu phodiya daya phali vari ly nii,yes,none,na,anger,Pen/urdu nu/urdu lan/urdu ee/urdu airpod/english Tu/urdu phodiya/urdu daya/urdu phali/urdu vari/urdu ly/urdu nii/urdu
VUKai4CZSNw,Aroob kab pregnant hogi,no,none,na,none,urdu/urdu kab/urdu pregnant/english hogi/urdu
BljaIOvFkcM,Ya Allah Imran Khan ko sehat ata ker,no,none,na,sadness,Ya/urdu Allah/urdu Imran/ambiguous Khan/urdu ko/urdu sehat/urdu ata/urdu ker/urdu
BljaIOvFkcM,"Whickles ko crash military forces kr rhi hyn, Kashmir Jo zulm Pakistani forces kr rhi hyn iss ki mukamal support israil or America bhi kr rha hy.",no,hate,misinfo,anger|sadness,english/ambiguous urdu/ambiguous english/ambiguous english/ambiguous english/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous english/ambiguous english/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous english/ambiguous english/ambiguous english/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous urdu/ambiguous
VUKai4CZSNw,4:58  konse pank pe hai 😂😂😂,yes,none,na,joy,english/ambiguous urdu/urdu urdu/urdu urdu/urdu urdu/urdu 😂😂😂/ambiguous
XHQrr9fmTkc,Vote for Fatima aur uski chalakiyan,yes,none,na,none,Vote/english for/english Fatima/ambiguous aur/urdu uski/urdu chalakiyan/urdu
-w7eMfsuRgA,"Sorry bhai alamti nahi
Lannnnnnnnnnnti",yes,none,na,anger,Sorry/english bhai/urdu alamti/urdu nahi/urdu Lannnnnnnnnnnti/urdu
XHQrr9fmTkc,Orange colour ka food challenge,no,none,na,none,Orange/english colour/english ka/urdu food/english challenge/english
nqbNLe84dpM,Zainab over drme krti hai,yes,none,na,none,Zainab/ambiguous over/english drme/urdu krti/urdu hai/urdu
FH8OUP2_sN4,Ducky bhai we want met with you,no,none,na,joy,Ducky/ambiguous bhai/urdu we/english want/english met/english with/english you/english
IMnXqYDHhZI,Humy b donate kar dain Kuch... Etna Kuch unused.. ufffff,yes,none,na,surprise|none,Humy/urdu b/ambiguous donate/english kar/urdu dain/urdu Kuch/urdu Etna/urdu Kuch/urdu unused/english ufffff/ambiguous
ttL6k7wzGmQ,Loog baywaqoof banay gay bhai,yes,offensive,na,anger,Loog/urdu baywaqoof/urdu banay/urdu gay/urdu bhai/urdu
BmpRnfu16YA,ALLAH mujhe bhi esa Ghar de sab bolo Ameen please,no,none,na,joy,ALLAH/urdu mujhe/urdu bhi/urdu esa/urdu Ghar/urdu de/urdu sab/urdu bolo/urdu Ameen/urdu please/english
BaMLBWWvNHA,"Kya nam rkha he ""Fitna Family"" well don ❤",no,none,na,joy,Kya/urdu nam/urdu rkha/urdu he/urdu Fitna/urdu Family/english well/english don/english ❤/ambiguous
BmpRnfu16YA,Man hasad NAHI karti,yes,none,na,none,Man/ambiguous hasad/urdu NAHI/urdu karti/urdu
FH8OUP2_sN4,Mini iphone 13 da do please ducky bhai,no,none,na,joy,english/english english/english english/english urdu/urdu urdu/urdu english/english english/ambiguous urdu/urdu
IMnXqYDHhZI,Allah or dy ap logo ko bas apny ird gird k logo ko bhe dekhty raho,yes,none,na,anger,Allah/urdu or/english dy/urdu ap/urdu logo/urdu ko/urdu bas/urdu apny/urdu ird/urdu gird/urdu k/urdu logo/urdu ko/urdu bhe/urdu dekhty/urdu raho/urdu
eY0i4nBXqdY,AP kaha se hu,no,none,na,none,ambiguous/ambiguous kaha/urdu se/urdu hu/urdu
PKFU1F2QEMQ,Mashallah bhut piyara hai allah pk rehna naseeb kary❤❤❤,no,none,na,joy,Mashallah/urdu bhut/urdu piyara/urdu hai/urdu allah/urdu pk/ambiguous rehna/urdu naseeb/urdu kary/urdu
XHQrr9fmTkc,Fatima api app na yellow color ki ho gaye,no,none,na,none,Fatima/ambiguous api/urdu app/english na/urdu yellow/english color/english ki/urdu ho/urdu gaye/urdu
WJxfQWiP9DQ,Zehni mareez iski koi baat paydaar nahi,no,offensive,na,anger,Zehni/urdu mareez/urdu iski/urdu koi/urdu baat/urdu paydaar/urdu nahi/urdu
UiYpRBQ74fs,Rangers or army ma N League k gullo butto ko bharti Kiya huwa ha... Ye ab wo army nhi rahi,yes,offensive,na,anger,Rangers/english or/english army/english ma/urdu N/english League/english k/urdu gullo/urdu butto/urdu ko/urdu bharti/urdu Kiya/urdu huwa/urdu ha/urdu Ye/urdu ab/urdu wo/urdu army/english nhi/urdu rahi/urdu
N-0DINjOMlY,Plz kanwal ko fashion kar na sekh du plz,yes,offensive,na,anger,Plz/english kanwal/ambiguous ko/urdu fashion/english kar/urdu na/urdu sekh/urdu du/urdu plz/english
WJxfQWiP9DQ,Zalim ko sahb bolna acha nhi lagta,no,offensive,na,anger,Zalim/urdu ko/urdu sahb/urdu bolna/urdu acha/urdu nhi/urdu lagta/urdu
IMnXqYDHhZI,Jo mza zulqarnain bhai ka vlog bnany ka itna kanwal ka ni ata plz bhai khud vlog bnya kre,yes,none,na,anger,Jo/urdu mza/urdu zulqarnain/urdu bhai/urdu ka/urdu vlog/english bnany/urdu ka/urdu itna/urdu kanwal/urdu ka/urdu ni/urdu ata/urdu plz/english bhai/urdu khud/urdu vlog/english bnya/urdu kre/urdu
nqbNLe84dpM,Iqra tumhara vilog buhot bura ha 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😤😤😤😤😤😤😤😤😤😤😤😤,no,offensive,na,anger,Iqra/ambiguous tumhara/urdu vilog/urdu buhot/urdu bura/urdu ha/urdu 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😤😤😤😤😤😤😤😤😤😤😤😤/ambiguous
PKFU1F2QEMQ,Please mujhe bhi Koi follow kar do please,no,none,na,none,Please/english mujhe/urdu bhi/urdu Koi/urdu follow/english kar/urdu do/urdu please/english
IMnXqYDHhZI,Almari ka full tour d hme b aisa bwana h,yes,none,na,joy,Almari/urdu ka/urdu full/english tour/english d/urdu hme/urdu b/urdu aisa/urdu bwana/urdu h/urdu
FH8OUP2_sN4,Maza a giya vlag ka 😊❤,no,none,na,joy,urdu/urdu a/ambiguous giya/urdu vlag/english ka/urdu 😊❤/ambiguous
IMnXqYDHhZI,Kanwal  BHT bdtameez ha.specially Zulqarnain  k sath kafi insulting way main..Kanwal Thora tameez SA RHA kro,no,offensive,na,anger,Kanwal/ambiguous BHT/urdu bdtameez/urdu ha.specially/urdu Zulqarnain/ambiguous k/urdu sath/urdu kafi/urdu insulting/english way/english main..Kanwal/urdu Thora/urdu tameez/urdu SA/urdu RHA/urdu kro/urdu
VUKai4CZSNw,Ducky bhai ik video Japanese car show pe ani chahiye❤,no,none,na,joy,english/english urdu/urdu urdu/urdu english/english english/english english/english english/english urdu/urdu urdu/urdu urdu/urdu
gvG35CxYOLg,Abhi raat k 3 baje rahe hein aur kal mujhe school 🏫 Jana ha ajeeb 😒🥲,yes,none,na,sadness|anger,Abhi/urdu raat/urdu k/urdu 3/ambiguous baje/urdu rahe/urdu hein/urdu aur/urdu kal/urdu mujhe/urdu school/english 🏫/ambiguous Jana/urdu ha/urdu ajeeb/urdu 😒🥲/ambiguous
WJxfQWiP9DQ,ALLAH IMRAN KHAN KI HIFAZAT KARE AMEEN,no,none,na,joy,ALLAH/urdu IMRAN/urdu KHAN/urdu KI/urdu HIFAZAT/urdu KARE/urdu AMEEN/urdu
UiYpRBQ74fs,To ab kia Karin ham AP majbur kar dia ha ab koi bi hatyar utha sakta ha nafrat bohat ziada ho chuki adaron say asam Munir intzamin say,yes,offensive,na,anger|fear,To/urdu ab/urdu kia/urdu Karin/urdu ham/urdu AP/urdu majbur/urdu kar/urdu dia/urdu ha/urdu ab/urdu koi/urdu bi/urdu hatyar/urdu utha/urdu sakta/urdu ha/urdu nafrat/urdu bohat/urdu ziada/urdu ho/urdu chuki/urdu adaron/urdu say/urdu asam/urdu Munir/urdu intzamin/urdu say/urdu
IMnXqYDHhZI,Ye to shokhian marny wali bat ha it's just show off people bakwas,yes,offensive,na,anger,Ye/urdu to/urdu shokhian/urdu marny/urdu wali/urdu bat/urdu ha/urdu it's/english just/english show/english off/english people/english bakwas/urdu
